no_story,T1,no_span,no_bay,DI_cladire
6,0.60748,4,5,0.040022
5,0.57307,3,4,0.12113
5,0.60377,3,5,0.057103
13,1.5398,2,3,1.2427
12,1.4633,3,4,0.20011
7,0.97305,3,4,0.49274
4,0.75094,2,2,0.0
11,1.3498,5,5,0.71221
10,0.76045,3,2,0.5717
12,1.1742,4,5,1.8247
12,0.97439,5,4,0.61044
7,0.73548,4,2,0.13738
6,0.78885,3,5,0.28205
10,0.89472,2,4,0.45187
5,0.77356,2,5,0.32577
11,1.2788,2,3,0.16881
4,0.57121,2,3,0.11159
10,1.289,4,2,0.88636
8,0.66409,3,4,0.6387
4,0.46505,3,4,0.14362
8,0.70202,4,3,0.699
5,0.63335,5,5,0.52337
11,0.86729,5,5,1.0469
5,0.72039,4,5,0.49654
12,1.0096,3,4,1.4592
4,0.6111,5,4,0.049496
11,1.3564,3,4,0.52761
7,0.60444,3,4,2.4698
10,0.97494,2,5,2.1668
8,0.92547,5,5,0.72872
12,1.1412,2,2,1.0224
5,0.64551,4,3,0.07715
7,0.74941,2,5,0.64792
11,1.1711,4,4,1.1931
6,0.67211,3,2,0.26634
8,0.7582,5,5,0.082263
5,0.77312,2,2,2.0056
5,0.46275,4,2,0.0
13,1.5424,2,5,1.3478
11,0.84308,5,4,0.3808
6,0.7495,2,4,0.67473
12,0.86304,5,5,1.0334
11,1.2595,2,2,0.3413
7,0.87716,5,4,0.15219
11,1.2379,4,4,0.35301
8,0.64057,4,2,1.1075
10,0.94624,5,3,0.1454
5,0.58125,2,2,0.0
10,0.99081,3,2,0.6185
10,1.3048,5,3,0.28583
7,0.57828,2,4,0.070596
8,1.1511,2,2,0.57666
9,0.83831,2,2,0.84617
8,0.84735,4,3,1.2421
9,0.90558,2,5,0.51558
10,1.0275,2,5,0.7927
8,0.82588,2,3,0.59092
6,0.73186,2,4,0.037597
9,0.87758,3,5,0.11339
7,0.66477,5,5,0.2549
5,0.86881,5,4,0.33336
5,0.57133,2,2,0.10719
5,0.43854,4,2,0.16977
12,1.3581,2,3,0.51386
5,0.46523,4,5,0.15114
7,0.79906,2,5,0.32255
5,0.75455,5,4,0.23236
7,0.82808,5,2,0.0
7,0.75951,4,5,0.36182
5,0.73358,3,3,0.0
12,1.3388,4,3,0.69892
7,0.67162,5,2,0.27672
11,0.89735,5,3,0.94799
9,0.95699,3,3,0.46343
8,0.68491,2,3,0.8142
6,0.46236,4,4,0.31048
9,1.0865,5,3,0.49573
12,0.88868,3,5,0.45968
11,1.1003,2,2,1.2272
9,0.85128,5,5,0.81744
12,0.97996,3,2,0.54963
4,0.48136,3,4,0.0
7,0.76819,3,3,0.81435
10,1.2254,4,2,0.23813
12,1.7191,5,2,0.25838
11,1.174,3,4,0.36172
10,0.97187,2,2,0.63918
10,1.1726,2,2,2.1642
8,0.98079,2,3,0.77947
12,1.0436,2,2,0.53929
5,0.56992,5,2,0.1147
6,0.74565,3,4,0.10693
8,0.76978,5,3,0.32017
9,0.97529,2,5,0.23913
8,0.64872,5,2,0.064262
12,1.2803,2,2,0.27675
9,0.85675,5,2,0.66584
9,0.75797,2,5,1.2235
12,0.97653,2,3,0.69918
12,1.303,4,3,1.0291
11,1.2408,4,4,1.115
6,0.51159,2,2,0.16407
6,0.62389,5,3,0.48803
12,0.89613,4,5,0.13171
4,0.754,2,3,0.1237
4,0.53806,2,4,0.15889
7,0.79138,2,4,0.74546
7,0.5982,3,4,0.80584
6,0.62988,5,2,0.87802
11,1.2477,4,2,1.4505
13,1.0812,2,4,1.1726
12,0.95556,2,3,0.76827
12,1.282,4,3,0.52502
6,0.59669,5,5,0.24307
6,0.49433,3,3,0.35646
9,0.92913,2,2,0.31011
9,0.82983,3,3,1.3958
6,0.59303,2,2,2.0954
8,1.0866,3,2,0.63827
7,1.0177,3,2,0.26733
7,0.67398,4,4,0.22683
4,0.65797,4,2,0.059652
12,1.4195,3,5,0.54343
10,0.82867,3,4,0.40565
7,0.63771,3,3,0.48286
8,0.98487,2,4,0.15364
8,0.65438,5,3,0.010155
4,0.49368,3,3,0.021075
8,0.78585,3,2,0.096778
9,0.8103,2,5,0.50208
8,0.67961,3,3,0.62046
9,0.98165,3,2,0.20528
8,0.76961,3,2,0.29423
8,0.90776,5,3,0.54043
4,0.59686,2,4,0.15435
8,0.61008,3,2,0.35269
13,1.5308,2,5,1.1309
8,0.74401,3,4,0.5473
8,0.82627,2,5,0.42963
13,1.5763,5,5,0.21198
10,0.75651,5,3,2.3057
4,0.60331,4,3,0.10782
5,0.55587,2,4,0.41578
4,0.74367,2,3,0.33001
13,1.2118,3,3,0.87496
8,0.86662,3,4,0.95249
6,0.60491,3,3,0.14459
9,0.7072,5,5,0.61532
5,0.68639,3,5,0.0
11,0.83601,5,5,0.14436
13,1.5095,5,3,1.2238
11,0.97531,3,3,0.30361
5,0.65532,4,4,0.27612
11,0.82323,3,5,0.95949
10,0.83544,3,3,0.85376
12,1.8056,2,3,0.1274
6,0.67708,4,3,0.0
8,0.71606,4,4,0.65059
4,0.58414,5,3,0.0
8,0.69058,3,5,0.10509
4,0.59006,3,2,0.22171
11,1.0528,3,5,0.5669
9,1.1331,3,5,0.80405
10,0.96154,5,4,0.94798
8,0.92314,4,4,0.31164
4,0.69272,3,3,0.1063
8,0.58531,5,2,0.19209
9,0.94526,4,4,0.49739
5,0.57089,4,5,0.31595
13,1.3919,4,3,0.89355
11,1.0475,3,2,0.63276
8,0.59055,2,5,0.19645
4,0.62393,3,4,0.67065
9,0.99618,4,5,0.92884
6,0.67345,2,2,0.27791
12,0.88807,2,4,1.0524
11,1.2333,4,5,0.82198
4,0.74686,5,2,0.28579
7,0.60077,4,5,0.71004
6,0.73565,4,2,0.025457
11,1.3347,3,5,0.29551
13,1.5597,5,5,1.6476
5,0.81044,4,4,0.61844
12,1.0264,5,4,1.1952
9,0.76385,5,3,2.1168
8,1.096,5,4,1.5517
9,0.79189,4,2,0.19495
4,0.55643,3,5,0.17288
5,0.72606,5,2,0.63701
13,1.1154,4,4,0.5276
11,0.80907,4,4,0.6235
13,1.2982,3,2,1.3629
9,0.86794,3,5,0.78713
7,0.55209,4,4,0.75079
7,0.53781,2,3,2.2667
6,0.46881,4,2,0.69673
6,0.6652,4,3,1.7834
4,0.59031,5,5,0.0
5,0.82203,5,4,0.27216
11,0.97955,5,5,0.0
8,0.71194,5,3,1.1972
12,1.2669,3,5,0.68136
6,0.61251,3,2,0.079684
10,1.0938,3,2,0.078172
10,0.87488,2,3,0.48041
7,0.58243,2,3,0.22467
4,0.78628,3,3,0.27524
4,0.72784,4,3,0.3865
5,0.67607,2,2,0.76876
8,1.2839,2,5,0.64845
13,1.6804,2,2,0.47951
13,1.1937,4,2,0.9313
9,0.81591,2,3,0.62733
7,0.64179,3,2,0.26901
7,0.72559,2,2,0.0
7,0.53709,5,4,0.72754
11,1.4865,2,3,0.81172
7,0.73823,3,5,0.25228
11,0.85766,3,5,0.67855
11,0.80602,4,4,0.57401
4,0.79745,3,5,0.0
12,1.0924,4,5,1.4868
7,0.63833,4,3,0.28442
10,1.0461,3,4,0.30071
9,0.80158,3,3,0.40942
13,1.4063,3,3,1.4878
5,0.81635,4,3,0.048203
6,0.69059,2,2,0.0
8,0.80161,3,5,0.15607
5,0.87572,4,4,0.0
7,0.97521,2,5,0.60984
8,0.99979,2,4,0.70387
10,1.058,5,5,0.29551
8,0.66002,5,3,0.22508
7,0.65378,5,5,0.32133
8,0.61796,2,4,0.20025
13,1.3664,3,5,1.5218
8,0.8845,2,5,0.7644
10,0.76243,4,2,0.28258
4,0.57529,2,5,0.068177
11,1.2364,5,4,0.81146
6,0.71794,5,5,0.33488
13,1.83,2,3,0.83345
4,0.62591,2,3,0.10466
8,0.69467,5,2,0.2956
7,0.81661,2,3,0.10176
9,1.1006,2,3,0.9017
7,0.77381,4,4,0.34571
12,1.0707,3,5,0.02417
8,0.66393,3,5,0.041907
13,1.0682,2,3,0.60333
12,1.1591,4,5,1.6415
5,0.86925,2,5,0.0028101
10,0.95838,5,5,0.36678
4,0.71695,4,4,0.15905
13,1.9557,5,2,2.3684
13,1.5423,2,2,1.026
11,1.0335,4,5,0.36316
7,0.55683,3,2,0.56614
8,0.74696,5,2,0.57612
11,1.028,4,4,0.20496
6,0.67102,3,5,0.23353
12,1.0312,4,3,2.1326
6,0.74815,5,3,0.59603
8,0.71436,3,2,0.27237
10,1.0936,2,2,2.4207
8,0.90966,3,4,1.038
7,0.80253,4,2,0.6297
7,0.91085,3,5,0.54312
4,0.50643,4,3,0.058908
11,1.1972,2,3,1.5874
10,1.0449,5,3,0.20685
4,0.62407,2,5,0.38291
9,0.77796,4,2,0.42653
9,1.1237,2,3,1.7065
12,1.1719,5,5,1.0594
10,1.1778,2,2,2.3935
12,1.171,5,4,0.7396
12,0.97173,5,5,1.4763
8,1.0145,2,2,0.12258
7,0.99191,5,2,0.40493
7,0.89475,5,4,0.40867
11,1.0357,2,4,0.068127
9,0.98052,5,3,0.23491
10,1.0823,2,5,0.7651
12,1.3866,5,2,1.1341
12,1.1123,3,3,1.1904
8,0.76267,2,2,0.4603
7,0.60843,3,2,0.2059
13,1.3603,4,2,0.77508
9,0.81351,5,5,0.01981
8,0.74953,5,4,0.60157
9,0.68259,2,4,0.044898
10,0.93847,3,2,0.38252
10,0.84988,4,3,0.84169
7,0.74688,3,5,0.347
12,1.412,3,3,0.46618
5,0.84052,3,5,0.4186
13,1.1148,2,4,1.2492
5,0.74573,5,2,0.086547
10,0.83871,2,4,0.62783
4,0.50822,4,2,0.018057
8,0.84969,2,4,0.27348
5,0.67482,4,2,0.11218
11,1.2869,2,3,0.48124
6,0.68031,5,4,2.3091
7,0.79488,2,3,0.16941
9,0.71564,5,3,0.53068
9,0.79916,2,2,0.41624
12,1.4522,4,5,1.5443
10,0.89812,3,2,0.35082
12,1.3749,3,2,0.34836
9,0.7014,4,2,0.25685
10,1.0675,4,3,0.35472
8,1.1009,5,4,0.32563
5,0.63246,4,5,0.093668
9,0.71248,3,4,0.2367
9,0.94112,5,5,0.38237
6,0.77714,4,4,0.19145
10,0.8933,4,2,0.44509
12,1.1008,3,5,0.30606
10,1.0541,3,2,0.36363
7,0.66296,4,4,0.23032
10,0.81578,5,5,0.43596
4,0.72841,5,4,0.0
11,1.0695,4,3,0.48293
9,0.68312,5,3,0.1511
5,0.53149,2,3,0.064822
7,0.55093,4,2,0.045464
4,0.68849,3,5,0.37681
4,0.48121,3,2,0.12561
7,0.68475,5,2,1.146
13,1.1495,5,2,1.5488
10,1.0585,4,2,0.69036
8,0.95621,5,5,0.4012
13,1.1177,3,2,1.2177
8,0.78935,4,4,2.181
7,0.72709,2,3,0.57795
4,0.76902,4,5,0.14642
12,0.91053,3,3,0.70182
5,0.46145,4,3,0.41475
6,0.5852,3,3,0.11355
13,1.0825,4,3,2.4007
7,0.68037,4,5,0.26696
8,0.7219,4,5,0.41903
11,0.95139,3,2,0.60801
11,1.0782,2,3,0.55086
13,0.99989,3,5,1.613
6,0.65288,4,4,0.61176
4,0.68759,4,3,0.0
6,0.88587,3,5,0.38664
4,0.62368,2,4,0.37718
8,0.71122,4,5,0.43141
10,0.80687,4,3,0.60307
4,0.5826,4,3,0.044923
9,0.84571,5,2,0.9663
13,1.3016,5,4,0.50921
9,0.73372,5,4,0.12978
5,0.75057,3,5,0.19297
10,0.92941,4,4,0.31807
8,0.82732,3,2,0.11815
13,1.632,4,4,0.28262
13,1.1511,2,3,0.83682
7,0.76434,2,2,0.35923
10,0.91592,2,4,1.1479
12,1.4174,5,5,1.4728
4,0.71126,5,2,0.058963
9,0.70004,2,5,0.51345
5,0.88436,2,5,0.022707
6,0.53311,3,4,0.53506
8,0.7125,4,2,0.463
6,0.63897,4,5,0.97353
9,0.82281,3,5,0.56138
13,1.4219,5,2,1.1085
4,0.60833,4,2,0.0
11,1.2049,4,5,1.0698
13,1.6968,5,3,0.84063
5,0.75202,4,5,0.34483
13,1.3989,2,2,0.27506
10,0.76259,3,5,1.0097
6,0.77516,4,3,0.43263
13,1.4902,3,3,0.68944
12,0.94475,4,5,0.71654
12,1.424,5,2,0.8122
7,0.80034,3,2,0.0
11,0.82784,4,3,0.040284
13,1.6654,3,5,1.1498
4,0.68551,2,5,0.10955
13,1.7589,5,4,0.080795
5,0.67699,5,3,0.031135
5,0.56668,2,2,0.054373
7,0.63767,5,5,0.6863
5,0.69025,3,3,0.091015
13,1.1017,4,4,1.2245
7,0.65267,3,5,0.24221
8,0.80024,4,5,0.45118
11,0.93053,5,3,1.0966
13,1.5915,4,2,1.2549
5,0.6048,4,2,0.093231
9,0.9208,3,2,0.24129
12,1.0967,4,4,0.41926
8,0.81314,5,4,0.13471
4,0.69966,3,3,0.39954
6,0.55302,3,4,0.27675
8,0.75983,3,3,1.849
9,0.74579,5,4,0.44563
7,0.93245,5,3,2.0705
8,0.6739,5,2,1.4124
13,1.4737,2,4,0.70471
5,0.57458,4,2,0.18599
9,0.83116,5,5,0.50025
6,0.63975,3,4,0.30791
5,0.53066,4,4,0.2334
13,0.93951,3,2,1.5209
11,1.3442,5,3,1.1275
7,0.94894,3,2,0.31053
7,0.56007,3,2,0.27715
9,0.73352,4,3,0.47775
7,0.73319,3,5,0.28624
9,0.74601,5,2,1.0604
12,1.1478,3,5,1.1457
9,0.74417,5,4,0.45959
8,0.79673,2,4,0.1276
7,0.95261,2,4,0.44134
4,0.6124,3,5,0.001908
5,0.74332,5,3,0.18809
12,1.0849,4,2,1.0111
4,0.4934,4,2,0.06165
11,1.4493,2,4,0.35556
5,0.58313,5,4,0.10274
10,0.88593,2,3,0.23108
7,0.89685,3,3,0.39866
13,1.4145,5,3,0.91299
4,0.78055,3,2,0.1993
6,0.82417,5,2,0.029899
10,1.38506428006647,4,3,0.314064913238418
4,0.731895738722332,4,5,0.0141013768023635
6,0.766490444783844,5,3,0.499646539737306
6,0.778616352932632,4,3,0.49348811137698
5,0.914712792817579,4,2,0.628471653157574
10,0.945211843302895,4,2,1.67568658146546
11,1.15527252646026,5,5,1.36862536901842
13,1.1606591337343,4,3,1.69785225941136
11,0.855816067970233,4,3,0.966439224736316
13,1.41984967421732,4,5,1.48167923781631
12,1.19911329725614,4,4,2.13988333044089
9,0.898619141549118,2,4,0.645300258492237
13,1.13626479327597,5,3,0.511434241775101
4,0.715544781017269,5,4,0.224377677858397
12,1.18054102571968,2,5,1.60848303407723
6,0.566600670935333,3,4,0.324033741062503
8,0.743182861533137,4,3,0.953688281854378
10,1.00420336004361,4,2,0.962607530663889
8,0.836647890252451,5,4,1.07640678958801
9,0.874489471091538,4,2,0.554507808943022
11,0.895835547409575,4,3,0.64545553388798
11,1.30878857291156,3,4,0.912627484278558
10,1.56488583593398,4,3,0.740389373698877
11,1.09198627676957,3,4,0.975647422432497
9,0.954869111707104,4,5,0.438593453675985
8,0.59620426595331,3,3,0.135297686794668
7,0.698826416984579,4,2,2.39925859625502
11,1.17980747032875,3,3,0.0417348891597733
4,0.564892679286103,3,5,0.268686844650319
11,1.24877239058302,3,3,0.737794387768284
6,0.69568518700967,3,5,0.454494946730295
9,1.17715043546819,4,5,0.306395256345238
5,0.559496258521089,3,2,1.40642080654877
8,0.903479625358664,5,5,1.58664743318319
6,0.614925275415143,5,4,0.311392774465858
5,0.763411200074756,2,4,0.408153206006969
11,1.10802730877647,4,2,0.667626496863952
7,0.574519413853634,3,3,0.226904386469246
5,0.705213288579636,3,5,2.23549622585068
7,0.755315974378251,4,4,2.2485100589991
13,1.42996195783601,2,5,1.08071688398506
10,0.91127425592208,5,4,0.396037067639062
7,0.579002958347771,2,3,0.435213388411359
4,0.649516063890086,5,4,0.551493387899338
10,1.23752448924042,4,5,1.21299128391833
7,0.754388568413756,2,3,0.0185260692020801
11,1.03336071302226,4,3,0.907219822004981
11,0.898580867607845,5,2,0.694641861699983
10,0.970139717018429,3,2,0.408651835632303
8,0.640313466386047,4,3,1.05835063848401
6,0.486321441848075,3,3,0.713294859806274
8,0.730430433728447,4,4,0.76327747626376
10,0.731873811193863,3,2,0.213554801538462
7,0.59570017040109,3,4,0.0949298210372263
12,1.04271975491821,5,2,0.515204237217052
5,0.454875340048489,5,3,0.101262279543589
13,0.977019697692155,3,4,1.78582027618785
7,0.594149626311135,2,3,0.596540042122962
6,0.953692247628282,2,4,0.300543614618448
10,0.738496283440002,2,3,0.837871781859677
6,0.614278213469267,3,4,1.83636533715692
8,0.757448845670053,2,3,0.174050739015115
9,0.995875132739623,3,3,0.946989163682683
7,0.654718722836616,4,3,0.0537259252994747
9,0.658856938625067,5,5,0.335472982393077
8,1.0620214821999,2,3,1.45820627463559
6,0.61404,5,4,0.0062565
11,1.3563,5,3,0.55324
12,0.9516,5,2,2.1705
11,1.1052,4,5,0.62285
11,0.94641,4,4,0.57508
4,0.63982,3,2,0.22149
6,0.58466,4,2,0.10035
7,0.66434,3,2,0.60428
13,1.134,4,4,0.39292
12,1.2321,3,4,0.12329
12,1.3954,5,4,0.60068
5,0.62719,5,2,0.49782
7,0.54296,4,2,0.24127
10,1.2641,2,4,0.75956
9,1.1004,2,5,1.5029
9,0.80162,2,2,0.19406
4,0.77875,2,4,0.14378
10,1.1475,2,3,0.82746
11,0.8932,4,2,0.1153
9,0.80263,5,5,0.065175
13,1.116,2,4,1.2945
13,1.7836,5,2,0.28604
12,0.91169,4,3,0.64923
8,0.82217,5,2,0.089956
8,0.82734,4,4,0.33142
12,0.97644,4,5,0.85748
7,0.57527,3,2,0.92871
6,0.53948,4,2,0.13037
6,0.78694,4,4,0.14861
6,0.45608,4,2,0.042444
5,0.63022,5,5,0.51317
13,1.7569,2,2,0.31699
4,0.55377,4,5,0.1833
10,0.91863,2,3,1.1197
6,0.63,2,3,0.99208
7,0.61471,2,5,0.55346
4,0.53671,2,2,0.32641
6,0.57749,3,4,0.82986
4,0.72007,5,4,0.020521
6,0.61856,5,2,0.17268
7,0.97777,2,3,0.6426
8,0.56616,4,4,0.4077
6,0.6277,5,5,0.9761
7,0.71775,5,4,0.40715
8,0.87286,4,3,0.33734
7,0.78191,3,2,0.37711
9,0.77336,5,5,0.18854
5,0.58982,2,3,0.34953
11,1.0532,3,4,0.37432
7,0.77276,3,4,1.3933
8,0.97089,5,3,0.12717
9,0.84172,2,3,0.59808
6,0.77895,4,5,0.28199
7,0.71468,5,5,0.76083
9,0.84563,3,3,0.93148
9,0.65042,2,5,0.59849
6,0.67221,5,5,0.11687
6,0.54446,2,4,0.40866
5,0.5362,4,4,0.0
11,1.2505,3,2,1.2686
6,0.5556,3,3,0.055999
5,0.48625,3,5,0.21283
11,1.0259,5,3,0.17259
6,0.73641,3,3,0.39497
11,1.4189,4,4,0.84071
7,0.70519,3,2,0.56936
6,0.64569,2,5,0.18983
12,0.86366,4,3,0.65239
9,0.94981,5,3,0.19733
7,0.55238,2,3,0.072163
5,0.87612,3,3,0.53645
11,1.2552,2,3,2.2155
7,0.74699,3,4,0.46423
9,0.87562,5,3,0.5926
13,1.2453,5,3,1.9727
7,0.91423,4,5,0.37266
4,0.7961,4,2,0.27392
13,1.1792,4,3,1.0452
6,0.67566,3,2,1.7268
12,1.1222,3,4,1.5053
6,0.52607,3,3,0.15191
10,0.98316,2,2,0.847
8,0.95972,5,2,0.53262
9,0.66921,3,4,0.40079
8,0.80666,5,5,0.93751
7,0.66664,3,4,0.29493
13,1.5832,3,3,0.75142
12,1.3707,4,3,0.58582
8,0.75653,4,2,0.098865
4,0.5535,5,2,0.030199
4,0.64727,4,3,0.53697
8,0.96701,2,3,0.35924
4,0.78053,2,3,0.39137
6,0.78926,5,2,1.0943
11,0.91132,2,3,0.29636
13,1.932,5,2,0.56653
8,0.61421,4,2,0.32845
5,0.46725,5,3,0.52687
11,0.89911,2,2,1.5824
11,1.2679,2,3,0.87541
13,1.6148,4,3,0.5952
5,0.5183,5,3,0.059272
7,0.93238,4,4,1.9136
13,2.2421,3,5,2.1066
11,1.2551,3,2,0.44122
6,0.46012,3,2,1.9903
6,0.60225,3,3,0.15985
9,0.98845,4,2,0.43631
10,1.1829,3,4,0.12552
13,1.468,3,3,1.2771
6,0.67339,4,4,0.85886
6,0.66805,3,4,0.1797
11,0.99377,2,2,0.7322
7,0.55245,2,2,2.0496
4,0.73385,3,2,1.9072
6,0.57684,3,2,1.4914
5,0.63816,5,2,0.67973
5,0.72324,5,4,0.34838
9,1.0792,4,4,0.30113
13,1.1815,2,2,0.53628
11,1.1074,3,2,2.2858
10,0.93193,2,4,1.5445
6,0.57815,5,5,0.24798
8,0.71091,3,4,0.81551
7,0.59512,5,4,0.68284
4,0.59343,2,5,0.308
8,0.76342,3,4,0.80441
7,0.58206,3,4,0.46671
9,1.019,5,3,0.36398
4,0.59188,3,5,0.034649
8,0.72308,3,5,0.37156
12,1.2891,2,2,1.7797
5,0.55142,5,4,0.35759
6,0.79962,3,4,0.35954
13,1.043,4,5,2.1626
8,0.74975,2,2,0.0
6,0.65611,4,4,0.021922
12,1.2273,4,5,0.96052
5,0.58338,4,2,0.84457
7,0.53425,3,5,0.043561
5,0.7682,2,5,0.21273
13,1.8077,4,2,0.61655
12,0.86317,4,2,0.32418
6,0.66783,3,4,0.047602
10,0.99394,4,5,0.65992
13,1.4634,2,4,1.2259
4,0.6119,2,4,0.14545
11,1.1127,5,4,0.41489
7,0.80486,5,5,0.36724
12,1.6609,4,3,0.68254
6,0.99862,5,4,0.14515
9,1.0956,3,2,0.6729
13,1.4947,2,5,0.60465
11,1.4307,3,5,0.11698
13,1.0075,4,2,0.65262
6,0.63248,2,5,1.6314
13,1.89,2,3,0.59425
4,0.64207,5,3,0.037605
11,1.1713,4,3,0.70272
8,0.5914,2,4,0.31107
10,0.80209,3,4,0.3068
11,1.0731,5,2,0.08082
7,0.88393,2,3,0.53287
8,0.78218,2,4,1.1292
11,0.84001,3,4,0.8558
13,1.0758,3,4,1.0148
12,1.0264,4,2,0.27999
7,0.65107,2,4,0.6992
6,0.58598,2,4,0.19791
4,0.77736,3,3,0.0
5,0.63703,5,2,0.13937
6,0.68829,4,3,0.0
4,0.49882,2,3,0.018393
12,1.4164,5,2,0.78024
13,1.1039,5,3,0.6266
13,1.5083,2,5,0.4059
8,1.1862,2,3,0.57299
8,0.71831,5,3,0.42495
9,0.7079,3,3,0.81809
13,1.577,3,5,1.2137
7,0.80639,4,2,0.20833
11,1.0584,2,2,0.90145
7,0.80545,3,4,0.26048
5,0.55823,2,2,0.97323
7,0.60931,4,4,0.34508
6,0.56451,2,3,0.058746
13,1.4794,3,5,1.1412
10,0.90818,4,4,1.21
5,0.73005,2,2,0.42001
13,1.2982,5,3,1.0668
10,1.0457,4,4,0.80418
4,0.54821,2,4,0.15297
5,0.6294,3,3,0.35872
9,0.73295,3,5,0.61913
9,0.64527,5,3,2.2645
10,0.92798,5,2,0.43452
13,1.3516,4,2,1.4947
9,1.0878,2,2,0.054041
7,0.64091,5,2,0.5784
11,1.2156,3,5,1.1655
6,0.63269,5,2,0.75289
10,0.8107,4,3,0.43416
10,1.1853,5,5,0.43843
4,0.53425,3,2,0.012849
9,0.9456,3,2,0.55258
10,1.1346,5,5,0.57032
12,1.0818,4,2,1.0204
13,1.7158,2,4,0.73589
11,1.0432,2,4,1.5532
6,0.66485,2,4,0.16708
12,1.2076,3,5,1.7406
13,1.0731,2,4,1.3366
10,0.91924,2,5,0.44552
9,1.0902,4,3,0.29042
5,0.49587,3,3,0.16702
13,1.3968,3,3,2.0109
8,1.1513,2,3,0.6345
9,0.63746,3,2,0.63383
8,0.81899,4,4,0.96921
9,0.95907,4,3,0.33467
8,0.71123,2,3,0.31356
5,0.55694,2,3,0.0
4,0.61683,5,3,0.1366
6,0.61475,3,2,1.2094
13,1.442,3,5,0.57489
9,1.0081,5,4,0.3757
8,1.0668,4,2,0.37756
8,0.67487,2,2,0.0
13,1.5519,3,5,0.70252
12,1.2163,2,4,0.75475
5,0.71738,5,5,0.087903
7,0.87164,5,2,0.25028
6,0.5105,4,3,0.26302
12,1.2049,2,4,1.2131
4,0.6225,4,4,0.21142
4,0.73065,5,5,0.12591
12,1.1425,4,2,0.92925
5,0.81497,5,5,0.16465
11,0.92321,2,2,0.25617
10,0.85256,3,5,0.30454
4,0.463,2,2,0.0
10,0.89954,3,4,0.15521
7,0.71681,5,4,0.23982
7,0.75971,5,4,0.40685
5,0.71577,3,4,0.015732
13,1.2355,4,3,1.7058
11,0.94192,2,4,0.09428
7,0.64999,4,5,0.11953
13,1.4219,4,3,0.43184
12,1.1653,3,3,0.39858
13,1.2516,5,4,0.56652
8,0.67569,4,4,0.46108
12,1.175,3,5,0.51595
8,1.0095,5,2,0.48486
12,1.3577,2,4,0.75397
12,1.4585,4,4,1.2618
11,1.1481,5,2,1.2106
10,0.94142,2,5,0.16834
9,0.8473,3,3,0.63415
7,1.0436,5,2,0.77069
10,0.84181,2,2,1.4006
9,0.98258,5,2,1.2214
10,0.74386,3,2,1.1108
9,1.0642,2,4,1.641
9,0.8951,4,3,0.65938
13,1.3036,3,3,1.0722
11,1.4377,4,2,0.77938
9,0.86513,4,2,0.63528
7,0.64661,2,5,0.46622
8,0.70099,4,4,0.084645
7,0.65513,2,2,0.0749
6,0.53678,2,2,0.1225
6,0.9424,5,5,0.28233
13,1.0553,5,5,1.6597
10,1.3391,3,4,0.62826
11,1.0424,4,2,0.55913
5,0.66011,2,5,0.23979
12,1.2303,5,2,0.77969
9,0.84028,5,4,0.59797
11,1.0922,4,5,0.31432
5,0.59517,3,4,0.33409
4,0.61045,2,4,0.62388
6,0.81676,3,2,0.66574
7,0.85011,2,2,0.34971
11,0.94163,3,3,0.33578
6,0.76762,4,3,0.10041
5,0.41921,3,5,0.36148
5,0.92497,5,2,0.75313
10,1.0781,4,2,0.29387
11,0.92784,3,4,0.55766
10,0.89881,4,5,0.81795
6,0.68398,5,2,0.096332
5,0.49151,4,3,0.2527
7,0.5911,4,2,0.18916
4,0.66318,3,2,0.31252
8,0.651,5,3,0.014133
6,0.79209,3,3,0.41771
4,0.63949,2,3,0.10494
10,0.81341,4,2,0.18032
4,0.60721,2,2,0.33695
11,0.99179,3,3,1.1848
11,0.87337,2,2,1.3532
8,1.09,3,3,0.27614
7,0.80142,3,5,0.41904
9,0.75953,4,2,0.13535
10,0.93347,3,4,0.36933
5,0.74085,4,4,2.0267
4,0.6214,4,4,0.36825
8,0.75657,3,5,0.70775
8,0.69489,3,3,0.37539
12,1.1334,2,5,1.7468
10,0.76561,4,5,0.83319
5,0.78847,4,4,0.23901
5,0.50407,4,2,0.49792
8,0.69517,3,4,0.88999
4,0.60089,4,4,0.12032
6,0.90752,4,5,0.083029
6,0.46967,3,2,0.76997
10,1.0639,3,5,1.5754
5,0.56082,5,3,0.43135
9,0.81929,3,4,0.67672
9,0.8694,3,3,0.021598
8,0.62894,4,5,1.4095
8,0.78866,5,4,0.050142
11,1.1274,5,4,0.2455
10,0.86714,2,4,0.92707
12,1.4316,4,2,2.3192
10,1.2981,3,4,0.14518
7,0.50547,4,2,0.42283
8,0.73848,3,5,0.37204
7,0.84632,4,4,0.19455
6,0.7204,5,4,0.024249
8,0.6597,4,4,1.5809
13,1.7666,3,3,0.85814
8,0.59656,5,5,0.94861
11,1.1076,5,4,0.3634
10,1.1838,2,2,1.6462
11,1.5585,3,5,1.4013
8,0.687,5,3,1.0544
9,0.83227,2,4,0.58277
6,0.47894,5,2,0.56684
8,0.82204,2,3,1.1429
7,0.61532,5,3,0.30641
12,0.89021,5,3,1.7052
9,1.0965,3,2,0.26786
8,0.66868,4,3,0.68422
4,0.64871,3,2,0.68667
4,0.61909,4,3,0.25485
6,0.66329,4,4,0.66441
12,0.8871,3,2,0.41471
8,0.86784,4,5,0.61672
