no_story,no_story_2,T1,no_span,no_bay,no_span_2,no_bay_2,DI_cladire
6,3,0.63538,4,5,3,2,0.19818
8,4,0.67505,5,4,2,3,0.18924
10,6,0.83879,2,2,1,1,0.86614
8,6,0.88987,3,2,1,5,0.15114
6,3,0.71778,5,3,2,2,0.031435
11,6,1.3957,2,5,1,4,0.71277
6,3,0.67994,3,5,1,1,0.060959
10,8,0.9655,3,2,1,4,0.0
8,3,0.64548,2,2,1,5,0.30456
6,2,0.77887,2,5,1,4,0.55309
10,5,1.0722,4,2,2,4,0.60143
9,5,0.68871,4,3,2,2,0.22394
13,8,1.593,5,4,1,1,0.58189
5,2,0.61266,5,3,2,2,0.019923
13,11,1.5843,3,2,2,1,1.265
12,4,1.2895,3,3,2,4,1.4624
11,6,1.0062,2,5,1,3,1.3076
4,2,0.51829,5,2,1,2,0.14535
7,2,0.58399,4,5,2,2,0.71909
7,3,0.91106,2,5,1,3,0.63581
9,5,0.91513,2,2,1,2,0.40843
7,4,0.77173,3,2,1,5,0.26342
6,3,0.52977,4,3,2,2,0.033297
13,11,1.515,3,5,2,5,0.84153
12,8,1.2877,3,3,1,3,1.1841
6,3,0.55758,4,5,1,3,0.22321
5,3,0.80966,4,5,2,4,0.040734
8,2,0.98147,2,2,1,5,0.57275
4,2,0.56497,4,5,2,5,0.20776
11,2,1.4609,2,3,1,1,0.79013
7,4,0.66749,5,5,2,1,0.54908
13,10,1.3367,2,3,1,3,1.7712
6,4,0.83656,4,5,1,4,0.033844
13,4,1.3153,3,5,1,5,0.59029
12,3,0.93084,5,5,1,3,0.31457
11,9,1.2255,3,5,2,5,0.4898
6,2,0.52624,4,3,1,4,0.52355
11,7,1.1362,2,3,1,5,0.41708
11,4,0.96735,2,3,1,5,0.52943
5,3,0.493,5,4,4,2,0.094671
9,6,0.91082,3,3,2,4,0.099862
10,6,0.79146,3,5,2,2,0.22949
13,10,1.7777,5,4,3,5,1.8419
12,8,1.1983,3,5,2,4,0.58976
9,6,0.84056,5,5,4,2,0.14067
12,7,1.3199,5,4,2,3,1.2691
12,2,1.0635,5,2,1,2,0.31291
9,5,1.0836,5,2,1,5,0.20148
7,2,0.61297,3,3,1,3,0.21789
13,7,1.2506,2,2,1,2,1.2182
5,3,0.45632,3,3,1,5,0.32784
8,5,0.67277,4,5,2,1,0.49821
6,4,0.57218,5,2,4,5,0.19762
12,9,1.1986,5,4,2,4,0.33218
6,4,0.50904,5,4,2,5,0.6586
10,6,0.92284,5,4,3,3,0.46118
5,2,0.62634,2,4,1,4,0.1099
10,5,0.86807,2,2,1,1,0.20184
13,9,1.3598,4,5,1,3,0.31757
4,2,0.6094,2,2,1,5,0.0
13,6,1.0149,5,3,4,3,0.31017
8,3,0.77932,3,2,2,5,0.027322
8,2,0.76546,2,5,1,2,0.26379
8,6,0.6322,3,3,1,2,0.27443
6,2,0.47925,5,4,4,2,0.14965
4,2,0.54926,3,2,2,4,0.14823
6,4,0.93103,2,5,1,4,0.83035
5,3,0.79567,2,5,1,4,1.0873
4,2,0.69472,5,5,4,2,0.2255
9,7,0.65222,3,2,2,4,0.75495
13,6,1.5077,4,2,1,1,1.1393
12,2,1.2838,4,2,3,1,0.39335
6,4,0.69969,2,4,1,4,0.60821
4,2,0.66512,4,5,1,2,0.91394
8,3,0.90374,4,3,1,2,2.3612
7,2,0.60189,3,3,1,4,0.78456
9,3,0.72705,4,4,2,5,1.6019
5,2,0.56269,5,2,2,5,0.014386
11,5,1.2169,2,3,1,3,0.86099
9,5,0.72478,4,5,3,5,0.3448
8,4,0.68014,5,5,2,1,0.18947
7,5,0.75547,3,2,1,4,0.08069
8,4,0.60183,5,3,4,4,0.02739
9,7,0.79725,4,3,2,1,0.29701
4,2,0.69169,2,5,1,1,0.17506
13,4,1.2106,3,3,2,2,0.97088
6,3,0.67142,2,4,1,1,0.19755
5,2,0.84503,2,4,1,5,0.40342
11,5,0.80037,3,3,2,1,1.3717
6,4,0.72884,4,4,3,3,0.15319
8,5,0.96204,3,3,2,2,0.7993
10,2,0.9159,5,3,1,1,0.13852
8,2,0.83148,2,5,1,5,0.24035
4,2,0.74423,5,5,4,3,0.090174
9,7,0.68505,4,5,1,4,0.21893
4,2,0.65824,4,4,1,3,0.33386
6,4,0.60684,5,2,4,4,0.18859
8,4,0.65585,3,2,2,5,0.13473
13,7,1.5131,3,3,1,2,1.3405
4,2,0.63812,4,2,1,5,0.061896
8,5,0.58195,2,5,1,5,0.26045
9,6,0.97353,3,3,1,4,0.38778
10,3,1.2082,4,4,1,4,0.0
8,2,0.7456,5,3,3,2,0.87551
4,2,0.6896,3,4,2,4,0.1641
5,3,0.47919,2,4,1,4,0.19329
4,2,0.588641446335689,2,2,1,2,1.9068984634359
6,3,0.533533911156744,4,4,3,4,0.298629001318053
5,3,0.500529518180421,3,2,2,2,0.138321730438103
4,2,0.445622745678169,3,4,1,3,0.147638305179511
6,4,0.556938896921638,4,4,1,5,0.40000678146039
13,4,1.40568538683804,3,3,2,1,0.891671282235579
10,4,1.06013988449948,3,4,1,1,0.572671678429747
6,3,0.643214999006417,5,3,4,4,0.583428664602912
13,5,1.10596889974885,3,4,1,4,0.701384684900449
12,8,1.411006306581,2,2,1,2,2.13710733602265
8,5,0.622020964431307,2,5,1,3,1.05283266031865
11,8,1.06778286582537,2,4,1,5,0.345405413761868
4,2,0.696299155461195,2,3,1,2,0.32199053448435
13,3,0.968629975469672,3,2,1,3,0.570982382463589
6,2,0.729106726976677,5,3,1,5,0.885643708969285
4,2,0.634491732039897,4,2,1,3,0.0957979170842054
11,9,0.896185531234825,3,3,2,2,0.994806474035408
11,2,1.08263563044552,5,3,1,2,1.09908559453368
4,2,0.683824329675914,5,4,2,5,0.24043654979162
6,4,0.713871337010039,5,5,1,4,0.307157302216082
9,3,0.664575317443505,2,5,1,3,1.04157258262834
7,3,0.726258503316872,2,4,1,3,0.710468941443571
10,8,0.807199449199189,4,5,3,1,0.537270179806885
5,2,0.665068909864264,4,3,3,4,0.192941030392716
11,9,1.35478514861442,2,2,1,3,1.11068052870766
6,3,0.688112651464252,5,3,3,3,0.10254964074345
11,9,1.18522211102272,2,3,1,4,1.3408854425734
4,2,0.693301690431128,4,3,1,4,0.149146361884167
13,5,1.78086136823561,2,4,1,3,0.188343090744998
7,3,0.579025334475152,3,5,1,3,0.328757609019287
10,8,1.07562722955821,3,3,1,3,0.0964671335576603
6,3,0.536141944335014,3,3,1,1,0.129955330288594
13,6,1.19768692037465,2,5,1,5,1.17331646262802
11,8,1.30132750889547,5,5,1,3,0.865694715322018
7,3,0.669640075455374,3,3,2,5,0.462900865081441
6,4,0.700394467478566,2,5,1,4,0.605625601151336
11,8,0.951509349235139,2,4,1,2,1.51620775633463
5,2,0.589217807233306,2,2,1,4,0.399481031869005
7,2,0.509154926843769,3,2,2,4,0.261530370110797
11,7,0.998832413221575,2,4,1,5,0.691266911133856
12,10,1.23407175412832,5,4,3,5,1.44538302732785
5,2,0.608931285019401,4,5,2,1,0.434269874899397
6,3,0.571405416989522,4,2,3,2,0.119984120121893
10,8,1.1084464286784,2,4,1,1,1.58861800394454
10,8,1.35595918207754,4,3,3,2,0.666966798107818
8,6,1.04159526896697,4,4,2,1,0.302077956576125
6,3,0.424307137490372,3,2,2,1,0.0655719935685645
10,7,0.874339009955336,5,3,4,1,0.205991152070122
9,3,0.942781223900261,3,5,2,1,0.487624175440394
4,2,0.521096855123373,3,2,2,1,0.112215305201232
13,2,1.60831662187799,2,2,1,2,1.70790850653619
7,5,0.620077669661131,2,2,1,2,0.217025216527786
10,6,0.817297882130411,4,3,3,2,1.48086309353894
10,6,1.02036617178405,2,2,1,4,1.00593340709908
10,7,1.0840542440857,3,4,2,5,0.903782714891535
10,5,1.24269157785959,2,3,1,5,0.506518606160254
12,3,1.51267771196742,5,4,1,5,0.815672004144902
13,3,1.71728709101091,2,4,1,3,0.258146906644164
6,4,0.640636374686837,4,2,3,3,0.0212569351299477
11,9,1.26123858408711,2,3,1,2,0.749962295296648
7,4,0.805072519364622,2,5,1,3,1.69243114666705
9,4,0.772069793364265,4,4,2,1,0.356955344354814
8,3,0.781356085886647,5,5,1,5,1.31850388951136
5,3,0.700872744501391,4,4,3,1,1.67501002274807
12,3,1.84038466235881,3,3,1,4,1.15643775373286
5,3,0.765128139898832,2,5,1,3,0.139669405901998
13,6,1.6811782808799,2,4,1,2,0.415243926818606
10,8,0.95824957478422,4,2,3,5,1.51540207282281
12,5,1.12634044926061,3,3,1,3,0.0350073332088419
8,4,0.932867609124832,5,4,2,1,0.713556790363267
12,6,1.30850303129053,4,3,2,2,0.492136004829039
12,9,1.31921631910564,4,2,1,5,0.765039082073715
10,7,1.23537757599584,3,4,2,1,0.446366243405149
6,3,0.736615847843643,2,3,1,5,0.706616742515431
5,2,0.46919,4,2,1,5,0.32436
9,5,0.89944,5,2,2,1,0.30453
5,2,0.74541,2,2,1,2,1.3434
5,2,0.49265,2,5,1,3,0.25763
11,7,1.2185,2,2,1,4,0.56069
5,2,0.72125,5,4,4,3,0.096558
13,11,1.2267,3,3,1,5,0.37484
7,5,0.73123,5,4,3,3,0.35311
7,4,0.55732,2,5,1,1,0.23954
8,3,0.80488,5,5,1,3,0.51142
8,5,0.62402,5,2,1,3,0.80348
10,8,1.1179,5,5,2,5,0.26016
10,8,0.83119,3,2,1,1,0.14048
12,2,1.3895,4,4,3,1,0.049059
8,2,0.61584,4,5,3,3,0.33603
13,6,1.4909,2,4,1,1,1.3476
11,6,0.86791,4,4,3,1,0.3524
12,2,0.91229,3,4,2,1,0.99011
10,3,0.78528,3,2,2,4,0.040851
5,2,0.58135,5,2,1,5,0.11461
10,3,0.93024,4,4,3,5,2.0839
4,2,0.5272,3,4,1,1,0.2148
6,4,0.77925,5,3,4,1,0.22038
7,4,0.77115,4,5,2,3,0.20781
6,2,0.4576,5,5,3,5,0.32021
6,4,0.64289,2,4,1,1,0.22149
7,4,0.73825,5,2,1,2,0.078696
8,3,0.74811,4,2,3,4,0.5837
11,6,0.84796,3,4,2,3,0.59722
13,10,1.1789,4,4,1,1,0.48287
7,5,0.64222,2,3,1,5,0.55378
5,2,0.88181,2,4,1,3,0.13696
8,6,0.89921,5,4,3,3,0.25476
12,4,0.86492,4,2,3,3,0.56251
7,4,0.60056,2,5,1,4,0.51972
6,3,0.59921,5,3,1,2,0.48178
6,4,0.85468,4,5,3,3,0.069524
11,6,0.95444,4,5,1,5,0.60764
4,2,0.75445,5,4,2,1,0.0
4,2,0.73951,4,4,1,5,0.15547
5,2,0.5675,4,4,2,5,0.35086
5,2,0.60224,4,2,3,1,0.11847
9,4,0.76884,5,5,1,4,0.93519
5,2,0.58543,2,5,1,5,0.99675
5,2,0.54521,2,3,1,3,0.30166
13,7,1.3942,2,3,1,3,0.91665
7,4,0.84364,5,3,3,4,0.92581
12,3,1.1334,3,3,2,5,2.1435
7,4,0.80185,2,5,1,4,0.24686
6,3,0.57684,4,3,2,3,0.13938
9,2,0.64093,2,3,1,4,0.11929
6,4,0.70385,3,2,2,5,0.28738
7,2,0.63048,3,4,2,5,0.32322
11,6,1.1798,4,3,3,3,0.065406
8,4,0.85713,5,4,2,5,0.60234
9,7,1.014,2,5,1,3,0.49685
4,2,0.62036,3,5,2,4,0.47476
5,3,0.64585,3,2,1,1,1.2042
9,4,0.79721,3,4,1,2,0.3619
9,5,0.76297,4,4,1,3,0.19122
4,2,0.52729,3,3,1,5,0.17149
4,2,0.5714,4,3,3,1,0.11611
13,9,1.4861,3,4,1,2,0.79042
9,6,0.90868,4,5,3,1,0.35988
12,3,1.0745,2,3,1,1,1.106
12,4,1.4722,4,2,1,1,0.43399
12,8,1.2345,4,5,1,2,1.3092
6,2,0.70275,5,2,1,1,0.35968
9,6,0.66665,5,2,1,1,0.26168
12,6,1.0685,5,3,1,3,0.76076
4,2,0.67967,5,2,1,4,0.47354
8,6,0.57153,4,3,2,1,0.25131
7,4,0.58496,5,5,2,3,0.070181
9,2,0.86844,5,3,3,1,0.56093
5,2,0.60954,4,5,3,5,0.2069
11,9,1.3197,2,3,1,4,0.7411
11,3,1.1883,5,3,2,4,1.2188
12,3,1.1013,2,5,1,1,0.43356
13,3,1.3065,2,3,1,3,1.2668
9,2,0.70264,4,2,3,4,0.18269
11,9,1.2362,2,4,1,5,0.54495
5,2,0.45394,3,2,2,5,0.34555
7,5,0.73536,4,5,3,3,0.99816
10,5,1.2338,5,3,1,5,0.68191
4,2,0.6364,2,4,1,5,0.27793
11,6,1.4234,2,3,1,5,0.84309
12,10,1.0285,3,5,1,4,0.83948
10,8,1.4503,5,4,1,5,0.32878
6,3,0.65486,4,2,2,1,0.15807
4,2,0.6264,2,2,1,3,0.13571
4,2,0.53071,2,2,1,1,0.19794
8,3,1.0905,3,5,1,2,0.22223
4,2,0.53418,5,3,3,3,0.21345
5,3,0.74415,3,5,2,4,0.20545
11,6,0.79396,4,5,2,4,0.41309
10,6,0.95098,3,3,2,4,0.61902
12,2,1.0389,3,4,1,5,0.99273
10,8,1.1392,3,2,2,5,0.76754
5,3,0.61701,4,5,3,1,0.11627
13,10,1.0401,2,2,1,1,0.68689
12,9,1.5638,5,3,2,4,0.22471
10,6,0.97748,5,4,4,1,0.70676
10,8,1.0414,4,5,2,5,0.27464
4,2,0.54611,2,2,1,5,0.19568
13,11,1.0673,2,3,1,5,0.13834
7,2,0.55678,3,5,1,4,0.39805
6,2,0.55085,2,3,1,4,0.20027
7,4,0.84217,5,4,1,1,0.038622
4,2,0.55575,4,3,3,4,0.12455
4,2,0.53498,3,3,1,4,0.0
9,7,0.83355,4,2,2,1,0.54107
9,2,1.0202,5,3,1,1,0.46226
8,4,0.77308,3,5,2,4,0.20702
5,2,0.52563,3,3,1,3,0.36148
12,10,1.2433,4,3,3,2,0.99947
6,3,0.50151,4,3,2,1,0.28408
6,4,0.62461,3,5,1,5,1.5471
7,4,0.6586,5,4,3,1,0.41537
6,2,0.90144,2,2,1,3,0.16156
10,8,1.1271,4,3,2,3,0.41753
13,4,1.0046,5,4,2,5,0.73522
9,4,0.71879,2,3,1,5,0.57372
9,4,0.74755,2,3,1,3,0.78149
8,5,0.72652,4,4,2,5,0.87462
5,2,0.77763,2,4,1,1,0.30595
10,8,1.1262,4,5,3,1,1.0278
7,3,0.56568,3,4,1,1,0.4203
10,4,0.82628,5,4,2,3,0.36992
8,5,0.75339,3,4,2,2,0.64508
5,3,0.51306,3,3,2,2,0.14992
8,6,1.2278,3,4,1,2,0.55655
6,3,0.67457,3,2,2,2,0.36456
6,3,0.68534,2,3,1,3,0.40264
9,2,0.72196,5,2,4,1,0.72828
4,2,0.58839,4,2,2,4,0.14437
7,4,0.55026,4,3,1,5,0.27424
7,5,0.74391,2,5,1,1,1.6888
13,5,1.043,5,2,3,1,1.0516
12,6,1.0539,4,5,1,5,0.81222
6,3,0.63008,3,2,2,3,0.05676
11,4,1.0593,3,4,2,4,0.17735
11,2,1.3648,3,3,1,3,0.36443
13,9,1.5285,4,4,1,3,1.1
8,3,0.61329,3,2,1,5,0.059808
12,6,1.2531,2,2,1,2,1.2961
5,3,0.42761,2,4,1,1,0.13694
5,2,0.62578,2,4,1,1,0.18076
9,4,1.0137,5,5,1,3,0.27182
10,6,1.0893,2,4,1,4,0.91103
12,10,1.354,5,2,1,1,0.97301
8,3,0.84533,4,3,3,2,0.54526
11,5,0.96213,2,5,1,4,0.17021
9,6,0.66712,5,4,4,1,1.0814
10,4,0.7736,2,3,1,5,0.10705
12,4,1.3025,2,5,1,2,0.27013
4,2,0.74056,2,5,1,1,0.045898
12,7,0.90812,3,4,2,1,1.1076
9,2,0.70229,5,3,1,2,0.51501
9,7,0.83841,3,2,2,3,0.19957
11,8,0.99245,5,5,2,4,0.57459
10,3,0.82653,3,4,1,2,0.61549
6,3,0.54116,3,4,2,3,0.42699
12,10,1.1141,2,5,1,2,0.42628
13,9,1.1209,4,5,3,2,1.8843
10,5,0.83999,5,4,1,3,1.373
6,4,0.73309,2,4,1,3,0.0
10,8,1.5129,2,3,1,4,0.80421
6,4,0.5118,4,4,1,5,0.073549
10,8,1.1923,2,4,1,1,1.0749
11,9,1.0783,4,3,3,3,0.3236
12,10,1.3899,5,5,1,4,1.0821
12,8,0.84615,4,3,1,5,0.67696
4,2,0.5518,3,2,2,1,0.48382
11,6,1.1741,4,4,3,4,0.67668
10,3,0.87599,4,5,2,5,0.33284
12,10,1.6747,4,5,2,5,0.34764
5,3,0.81849,2,3,1,4,0.085136
7,4,0.70591,4,2,2,4,0.21302
7,5,0.71321,2,3,1,5,0.63471
13,6,1.8048,3,5,1,4,0.69598
7,2,0.64169,5,5,3,3,0.066214
7,5,0.735,5,2,1,5,1.8924
11,4,0.95711,3,4,1,4,0.62368
7,4,0.5869,5,3,1,3,2.1477
7,5,0.83716,2,3,1,1,0.1103
6,4,0.66494,2,3,1,5,0.14032
8,2,0.79244,4,5,3,4,0.43207
10,6,0.90906,3,5,1,4,1.612
13,2,1.4462,4,3,2,3,0.36501
12,6,0.88488,5,2,1,1,1.0589
10,8,1.2527,4,5,3,2,0.79004
4,2,0.54157,3,3,2,1,0.15176
12,10,1.1107,5,5,4,3,1.9687
4,2,0.6117,3,3,1,5,0.22075
13,10,1.0397,5,2,4,2,1.7029
10,6,1.0297,4,2,3,1,0.18687
6,4,0.65645,5,3,2,5,0.48141
13,7,1.5829,5,3,2,2,0.9423
6,4,0.48198,5,5,3,5,1.0907
13,5,1.3693,2,3,1,2,1.7424
6,2,0.72253,5,3,1,2,0.63919
4,2,0.71581,2,3,1,5,0.32106
8,6,0.63556,2,4,1,2,0.58792
10,6,1.177,5,5,3,4,0.13964
13,11,1.3159,5,3,4,4,1.8042
7,4,0.9488,5,5,4,2,0.3971
4,2,0.75098,2,2,1,5,0.41477
6,4,0.54816,4,5,1,1,0.056735
5,3,0.60372,5,3,1,1,0.20829
8,4,0.76424,5,2,4,2,0.42698
12,9,1.1372,4,4,3,5,1.6607
6,4,0.63266,5,2,1,2,1.3982
6,2,0.76518,2,5,1,4,1.7241
9,6,0.76542,3,4,1,4,0.85156
9,2,0.65018,5,4,1,2,0.49104
6,2,0.56139,2,2,1,1,0.26168
7,2,0.6316,4,5,2,5,0.30477
6,4,0.85054,5,3,4,1,0.077742
12,3,1.0284,5,5,4,3,1.3362
10,6,1.0345,3,4,2,2,1.6071
5,2,0.62618,3,3,2,3,0.70261
10,8,0.95351,4,5,2,1,0.31739
6,4,0.56326,4,3,1,4,0.12685
7,3,0.56016,3,2,1,4,0.43582
8,3,0.93252,3,3,1,5,0.087399
7,3,0.63167,2,5,1,3,0.037478
4,2,0.53374,2,5,1,3,0.38214
10,3,0.88011,3,2,2,2,0.35893
11,6,1.0171,3,3,1,2,0.29114
12,10,1.2334,3,2,1,3,1.3152
12,2,1.5909,2,2,1,2,0.6737
11,3,0.83271,5,4,4,1,0.43672
7,2,0.80718,2,5,1,1,0.35842
13,6,1.3064,4,2,1,4,0.74446
13,7,1.0152,4,5,3,1,1.1548
12,7,1.437,3,5,2,3,0.51076
10,6,0.88821,5,4,4,5,0.56094
11,7,0.90317,3,4,1,4,1.7159
9,2,0.9898,4,4,3,2,0.53381
6,4,0.434,2,3,1,5,0.052976
10,6,0.8698,5,4,4,5,0.28128
4,2,0.6433,5,2,2,4,0.18501
9,4,0.92277,2,5,1,1,0.58409
4,2,0.65831,3,5,2,1,0.070034
13,5,1.2641,2,2,1,1,0.7749
4,2,0.58076,5,4,1,1,0.11383
8,6,0.63714,4,3,3,5,0.58151
6,3,0.68996,3,5,1,5,0.11353
13,9,1.4895,4,2,3,1,1.1518
13,9,1.2511,5,5,3,4,1.1696
5,2,0.6032,3,3,2,5,0.088047
9,6,0.86678,2,5,1,3,0.27554
13,9,1.8785,4,5,2,1,0.70938
9,5,0.73102,2,3,1,5,0.43002
5,2,0.65052,3,2,2,4,0.14395
5,2,0.36293,2,4,1,1,0.13943
4,2,0.4096,3,4,2,5,0.36589
11,3,1.2618,2,3,1,4,0.02723
7,5,0.81993,5,5,1,3,0.22022
9,2,1.3937,4,5,1,5,0.60773
13,7,1.0064,2,5,1,4,0.5193
7,4,0.75741,3,5,1,2,0.081411
6,2,0.79806,4,2,2,5,0.40854
7,4,0.61707,2,4,1,4,0.60656
5,2,0.51195,5,2,4,3,0.10187
4,2,0.61805,4,2,1,5,0.32299
11,5,1.0847,2,3,1,4,0.74433
5,3,0.61544,5,2,4,2,0.49812
7,2,0.98908,4,2,1,5,1.0161
5,2,0.518,2,4,1,4,0.10078
10,2,0.78357,2,3,1,2,0.5403
8,3,0.596,2,5,1,3,1.8708
7,2,0.70361,3,5,2,4,0.25319
6,3,0.55673,2,3,1,4,0.19129
9,6,0.74722,3,3,2,2,0.41262
13,7,1.3453,2,3,1,4,2.4619
7,2,0.73322,2,2,1,3,0.38723
7,3,0.54874,5,3,3,4,0.044867
12,6,0.84894,5,2,4,4,0.51449
11,3,0.8921,4,4,3,4,1.207
6,3,0.67878,2,3,1,2,2.4003
5,2,0.53305,4,5,3,4,0.24887
5,2,0.41306,4,4,2,5,1.0285
7,2,0.67304,5,4,3,2,0.32495
11,4,0.95028,5,2,2,5,0.32125
11,3,1.0146,3,4,2,5,0.1492
8,6,1.059,3,3,1,5,0.45933
12,9,1.1568,2,2,1,5,0.2748
12,6,1.3583,3,3,2,1,1.9963
6,2,0.65239,2,2,1,1,0.34899
5,2,0.58298,2,3,1,2,0.21379
7,5,0.74761,4,2,3,5,0.23473
7,5,0.65307,3,4,1,1,0.22736
7,2,0.66818,5,3,3,5,0.3279
11,7,1.3837,3,3,2,4,0.94471
13,6,1.9726,2,5,1,2,1.1236
9,7,0.92925,2,3,1,3,0.89898
10,4,1.0338,3,5,2,2,1.1712
4,2,0.68714,4,3,2,5,0.4396
10,5,0.93836,5,3,3,4,0.40952
12,2,1.3972,5,2,2,2,0.80117
5,2,0.69397,3,5,1,2,0.3346
4,2,0.77585,2,4,1,5,0.029837
9,5,0.83201,5,2,3,4,0.38071
4,2,0.62328,3,2,1,1,0.2694
7,3,0.62151,3,4,2,1,0.13046
5,2,0.87102,2,2,1,2,0.50232
6,3,0.72185,5,2,2,2,0.43633
5,2,0.73174,3,4,2,4,0.10039
8,4,0.56997,5,5,3,3,0.35893
10,7,0.89661,5,4,3,5,1.2028
13,8,1.4425,4,4,1,5,0.54098
7,4,0.68961,2,4,1,2,0.72414
6,2,0.76623,3,4,2,4,0.12948
8,3,0.7606,2,2,1,4,0.22414
7,2,0.76544,4,4,3,2,0.18893
6,4,0.52528,4,3,3,2,0.20681
12,5,1.1079,3,5,2,3,0.85195
11,3,1.2593,2,5,1,3,0.46065
13,10,0.92111,3,2,2,5,0.6682
5,2,0.79569,5,2,4,1,0.20568
7,4,0.87911,2,5,1,1,0.31079
7,3,0.78603,4,4,2,5,0.20401
8,5,0.80751,5,2,1,4,0.62487
12,5,1.5263,5,2,2,3,0.61482
13,3,1.3913,5,5,3,5,1.0368
11,6,1.0467,2,3,1,2,1.1209
8,3,0.9045,3,5,1,5,0.54869
10,7,0.93821,5,4,3,3,0.27933
8,4,0.93318,5,4,4,1,0.29375
6,4,0.77244,2,3,1,1,0.17362
10,3,1.0829,5,5,4,1,0.18616
7,3,0.66267,5,2,3,1,0.33149
10,8,1.2207,3,5,1,4,0.31909
13,11,1.6491,5,4,1,2,0.34369
6,2,0.76559,4,3,3,1,0.29207
12,5,1.2143,5,5,1,1,0.41585
10,8,0.98189,2,3,1,1,0.60627
7,4,0.69653,5,3,1,5,0.46918
6,4,0.68921,3,4,2,5,0.21775
6,2,0.72585,2,3,1,3,0.12847
11,3,1.1878,3,2,1,4,0.55347
12,5,0.8691,4,3,2,3,0.50012
8,2,0.74836,5,5,4,3,0.71259
6,4,0.80992,3,2,2,2,0.072147
10,2,0.70068,3,2,1,1,0.56249
7,2,0.73193,2,2,1,3,0.12104
7,5,0.67536,3,5,1,4,0.098476
4,2,0.686,3,2,1,5,0.015997
9,2,0.76759,2,2,1,2,1.8866
4,2,0.50833,4,3,3,1,0.056382
6,2,0.62188,2,5,1,5,1.6373
6,4,0.50305,5,2,4,4,1.3336
6,4,0.60238,3,3,2,3,1.2296
9,6,0.691,2,2,1,1,0.76893
13,11,1.196,5,3,1,5,1.2733
7,5,0.51382,4,5,2,2,0.02153
9,2,0.72925,2,2,1,4,0.5926
12,4,1.057,4,2,2,2,0.35278
13,6,1.3602,5,4,3,1,0.37402
11,2,1.2787,3,3,2,4,0.51073
9,6,0.72868,2,4,1,5,0.45603
4,2,0.73462,3,2,2,4,0.4139
5,2,0.56723,3,5,1,4,0.34831
5,2,0.72884,2,4,1,1,1.4291
10,3,0.95757,5,5,4,2,0.82534
11,3,0.98002,3,3,2,5,1.132
4,2,0.48852,3,4,1,3,0.13373
5,3,0.65333,2,3,1,4,0.29389
12,3,1.1889,2,5,1,5,0.54009
5,2,0.48476,4,3,2,3,0.031086
7,3,0.80659,2,2,1,1,0.40894
13,4,0.98708,4,2,3,2,0.46132
13,4,1.1039,3,4,1,2,0.50694
9,5,1.0297,3,3,2,1,0.083687
11,2,1.3223,2,3,1,5,0.60295
9,4,0.9186,2,5,1,2,0.50706
10,8,1.1149,2,4,1,1,0.85831
4,2,0.75836,4,4,2,1,0.65219
5,3,0.58657,4,3,2,2,0.09271
5,3,0.52885,2,3,1,4,0.39119
13,6,1.0299,2,2,1,3,0.57262
7,2,0.81558,3,4,2,2,0.12205
13,6,1.191,5,3,1,1,0.23267
12,2,1.1199,4,3,3,4,0.52473
7,3,0.5149,5,5,1,3,0.1884
4,2,0.7385,2,2,1,3,0.039015
8,6,0.76994,5,5,3,4,0.062389
10,3,1.3553,2,2,1,2,0.54141
13,9,0.9897,3,4,2,5,1.0573
11,8,0.91253,4,3,1,5,1.3066
9,5,0.92645,5,4,3,2,0.24103
9,5,0.83141,4,3,1,3,0.066929
9,2,0.72905,5,5,4,2,0.36617
11,8,1.7464,2,5,1,1,0.79034
11,5,0.93917,3,4,2,5,0.89251
6,3,0.51255,3,5,2,5,0.25135
6,4,0.7836,4,2,2,2,0.26225
6,3,0.57608,2,2,1,4,0.042915
12,6,1.8102,2,2,1,2,0.18062
13,5,1.3164,3,5,1,3,0.69359
4,2,0.61262,4,5,2,1,0.22366
11,9,1.2097,5,3,1,3,0.71488
9,7,0.83293,5,2,3,3,0.19957
10,8,1.0008,5,3,2,2,0.079875
8,4,0.76689,4,2,2,1,0.10327
4,2,0.66558,5,2,2,3,0.10402
8,4,0.68812,3,5,2,3,0.064897
13,8,1.3202,2,5,1,1,0.68187
5,3,0.91431,3,3,2,3,0.024175
13,7,1.0402,4,4,3,1,0.26139
12,8,1.0735,2,4,1,2,1.2198
8,2,0.5644,2,3,1,2,0.12572
13,9,1.6241,2,5,1,1,0.93669
9,2,0.77726,5,5,4,2,0.16742
4,2,0.79351,2,2,1,5,0.0
5,2,0.77286,4,5,2,2,0.094134
8,5,0.95414,2,3,1,1,0.52164
9,7,0.77941,3,3,2,5,1.1437
5,3,0.61356,2,2,1,3,0.056539
9,6,0.91174,3,5,1,2,0.13764
13,2,1.3001,5,4,1,5,1.0737
12,9,0.99324,5,5,4,4,0.86819
7,2,0.68264,4,4,2,5,0.27701
11,2,1.289,4,4,1,5,0.26001
12,2,1.1693,5,4,3,5,0.15071
7,3,0.7274,4,4,2,2,0.4827
4,2,0.61963,4,2,2,1,0.42205
11,2,0.9451,4,3,1,5,0.2285
11,3,1.5224,2,4,1,5,0.476
8,3,0.87639,5,4,1,4,1.2246
5,2,0.73086,5,4,1,5,0.21417
9,5,1.055,2,3,1,4,0.86424
4,2,0.39742,4,5,2,3,0.3841
11,6,0.83975,5,3,1,4,0.59578
